Site,Date,Method,Throws,Rope Length_m,FlowMeterBegin,FlowMeterEnd,MeshSize_Microns,RingSize_cm,TotalVolume_ml,SplitFraction,Volumesubsampled_ml,Phylum,Class,Subclass,Order,Family,Genus,Species,male/female,LifeStage,abundance,Group
Baby Marsh,5/7/20,net throw,4,5,318308,320284,153,30,100,1,1,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,1,Cladocera
Baby Marsh,5/7/20,net throw,4,5,318308,320284,153,30,100,1,1,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,4,Cladocera
Baby Marsh,5/7/20,net throw,4,5,318308,320284,153,30,100,1,1,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,5,Cladocera
Baby Marsh,5/7/20,net throw,4,5,318308,320284,153,30,100,1,1,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,56,Cladocera
Baby Marsh,5/7/20,net throw,4,5,318308,320284,153,30,100,1,1,Arthropoda,Branchipoda,0,Cladocera,Ilyocryptidae,ilyocryptus,ilyocryptus,,adult,1,Cladocera
Baby Marsh,5/7/20,net throw,4,5,318308,320284,153,30,100,1,1,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,109,Copepoda
Baby Marsh,5/7/20,net throw,4,5,318308,320284,153,30,100,1,1,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,1,Rotifera
Baby Marsh,5/7/20,net throw,4,5,318308,320284,153,30,100,1,1,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,6,Copepoda
Baby Marsh,5/7/20,net throw,4,5,318308,320284,153,30,100,1,1,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,harpacticoida,,copepidite,2,Copepoda
Baby Marsh,5/7/20,net throw,4,5,318308,320284,153,30,100,1,1,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,147,Copepoda
Baby Marsh,5/7/20,net throw,4,5,318308,320284,153,30,100,1,1,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,19,Copepoda
Mok USRR,5/7/20,net throw,4,5,329945,331504,153,30,100,1,100,Arthropoda,Arachnida,acari,Hydracarina,0,0,acari,,adult,17,Arachnida
Mok USRR,5/7/20,net throw,4,5,329945,331504,153,30,100,1,100,Arthropoda,Arachnida,Acari,0,0,0,mite,,adult,4,Arachnida
Mok USRR,5/7/20,net throw,4,5,329945,331504,153,30,100,1,100,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,13,Cladocera
Mok USRR,5/7/20,net throw,4,5,329945,331504,153,30,100,1,100,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,2,Cladocera
Mok USRR,5/7/20,net throw,4,5,329945,331504,153,30,100,1,100,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,37,Cladocera
Mok USRR,5/7/20,net throw,4,5,329945,331504,153,30,100,1,100,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,97,Cladocera
Mok USRR,5/7/20,net throw,4,5,329945,331504,153,30,100,1,100,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Eurycercus,eurycercus,,adult,5,Cladocera
Mok USRR,5/7/20,net throw,4,5,329945,331504,153,30,100,1,100,Arthropoda,Branchipoda,0,Cladocera,Ilyocryptidae,ilyocryptus,ilyocryptus,,adult,10,Cladocera
Mok USRR,5/7/20,net throw,4,5,329945,331504,153,30,100,1,100,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,11,Copepoda
Mok USRR,5/7/20,net throw,4,5,329945,331504,153,30,100,1,100,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,harpacticoida,,adult,4,Copepoda
Mok USRR,5/7/20,net throw,4,5,329945,331504,153,30,100,1,100,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,7,Copepoda
Mok USRR,5/7/20,net throw,4,5,329945,331504,153,30,100,1,100,Molussca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda,gastropoda,,adult,1,Gastropoda
Mok USRR,5/7/20,net throw,4,5,329945,331504,153,30,100,1,100,Arthopoda,Insecta,0,Hemiptera,Aphidoidea,Aphidoidea,aphidoidea,,adult,2,Insecta
Mok USRR,5/7/20,net throw,4,5,329945,331504,153,30,100,1,100,Arthropoda,Insecta,0,Collembola,Collembola,Collembola,Collembola,,adult,2,Insecta
Mok USRR,5/7/20,net throw,4,5,329945,331504,153,30,100,1,100,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Cypridopsis,cypridopsis,,adult,4,Ostracoda
Mok USRR,5/7/20,net throw,4,5,329945,331504,153,30,100,1,100,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,,adult,7,Ostracoda
Mok USRR,5/7/20,net throw,4,5,329945,331504,153,30,100,1,100,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,2,Rotifera
Mok USRR,5/7/20,net throw,4,5,329945,331504,153,30,100,1,100,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,tardigrade,,adult,5,Tardigrada
Mok USRR,5/7/20,net throw,4,5,329945,331504,153,30,100,1,100,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,30,Copepoda
Mok USRR,5/7/20,net throw,4,5,329945,331504,153,30,100,1,100,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,11,Copepoda
Mok USRR,5/7/20,net throw,4,5,329945,331504,153,30,100,1,100,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,10,Insecta
Mok USRR,5/7/20,net throw,4,5,329945,331504,153,30,100,1,100,Arthopoda,Insecta,0,Diptera,Diptera,Diptera,diptera,,larvae,1,Insecta
Mok USRR,5/7/20,net throw,4,5,329945,331504,153,30,100,1,100,Arthopoda,Insecta,0,Trichoptera,0,0,tricoptera,,larvae,8,Insecta
Mok USRR,5/7/20,net throw,4,5,329945,331504,153,30,100,1,100,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,5,Copepoda
Mok USRR,5/7/20,net throw,4,5,329945,331504,153,30,100,1,100,Arthopoda,Insecta,0,Odonate,Odonata,Odonata,odonata,,nymph,1,Insecta
Cos Beach,5/7/20,net throw,4,5,341893,343473,153,30,100,1,1,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,162,Cladocera
Cos Beach,5/7/20,net throw,4,5,341893,343473,153,30,100,1,1,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,2,Cladocera
Cos Beach,5/7/20,net throw,4,5,341893,343473,153,30,100,1,1,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,4,Cladocera
Cos Beach,5/7/20,net throw,4,5,341893,343473,153,30,100,1,1,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,30,Copepoda
Cos Beach,5/7/20,net throw,4,5,341893,343473,153,30,100,1,1,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,2,Copepoda
Cos Beach,5/7/20,net throw,4,5,341893,343473,153,30,100,1,1,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,33,Rotifera
Cos Beach,5/7/20,net throw,4,5,341893,343473,153,30,100,1,1,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,111,Copepoda
Cos Beach,5/7/20,net throw,4,5,341893,343473,153,30,100,1,1,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,1,Copepoda
Cos Beach,5/7/20,net throw,4,5,341893,343473,153,30,100,1,1,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,16,Copepoda
Cos Beach,5/7/20,net throw,4,5,341893,343473,153,30,100,1,1,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,1,Copepoda
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Annelida,oligocheate,oligocheate,oligocheate,oligocheate,oligocheate,oligochaeta,,adult,8,Annelida
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Arthropoda,Arachnida,acari,Hydracarina,0,0,acari,,adult,54,Arachnida
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Arthropoda,Arachnida,Acari,0,0,0,mite,,adult,1,Arachnida
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Molussca,Bivalvia,0,0,0,0,bivalvia,,adult,3,Bivalvia
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Alona,alona,,adult,1,Cladocera
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,6,Cladocera
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,1,Cladocera
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,99,Cladocera
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,8,Cladocera
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Arthropoda,Branchipoda,0,Cladocera,Siddidae,Diaphanosoma,diaphanosoma,,adult,2,Cladocera
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Eurycercus,eurycercus,,adult,1,Cladocera
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Arthropoda,Branchipoda,0,Cladocera,Ilyocryptidae,ilyocryptus,ilyocryptus,,adult,2,Cladocera
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Scapholeberis,mucronata,,adult,1,Cladocera
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,2,Cladocera
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Simocephalus,simocephalus,,adult,3,Cladocera
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,19,Copepoda
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,harpacticoida,,adult,9,Copepoda
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Molussca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda,gastropoda,,adult,1,Gastropoda
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Arthopoda,Insecta,0,Hemiptera,Aphidoidea,Aphidoidea,aphidoidea,,adult,6,Insecta
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,nematoda,,adult,1,Nematoda
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,,adult,1,Ostracoda
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,5,Rotifera
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,tardigrade,,adult,5,Tardigrada
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,31,Copepoda
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,17,Insecta
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Arthopoda,Insecta,0,Diptera,Diptera,Diptera,diptera,,larvae,2,Insecta
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Arthropoda,Insecta,0,Ephemeroptera,Ephemeroptera,Ephemeroptera,ephemeroptera,,larvae,2,Insecta
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Arthopoda,Insecta,0,Trichoptera,0,0,tricoptera,,larvae,6,Insecta
XSSAC,5/7/20,net throw,4,5,346343,347484,153,30,100,1,40,Arthopoda,Insecta,0,Odonate,Odonata,Odonata,odonata,,nymph,1,Insecta
Baby Marsh,6/9/20,net throw,4,5,350031,351646,153,30,50,1,2,Arthropoda,Arachnida,acari,Hydracarina,0,0,acari,,adult,1,Arachnida
Baby Marsh,6/9/20,net throw,4,5,350031,351646,153,30,50,1,2,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,3,Cladocera
Baby Marsh,6/9/20,net throw,4,5,350031,351646,153,30,50,1,2,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,1,Cladocera
Baby Marsh,6/9/20,net throw,4,5,350031,351646,153,30,50,1,2,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,1,Cladocera
Baby Marsh,6/9/20,net throw,4,5,350031,351646,153,30,50,1,2,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,1,Cladocera
Baby Marsh,6/9/20,net throw,4,5,350031,351646,153,30,50,1,2,Arthropoda,Branchipoda,0,Cladocera,Siddidae,Diaphanosoma,diaphanosoma,,adult,5,Cladocera
Baby Marsh,6/9/20,net throw,4,5,350031,351646,153,30,50,1,2,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Simocephalus,simocephalus,,adult,1,Cladocera
Baby Marsh,6/9/20,net throw,4,5,350031,351646,153,30,50,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,75,Copepoda
Baby Marsh,6/9/20,net throw,4,5,350031,351646,153,30,50,1,2,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Cypridopsis,cypridopsis,,adult,4,Ostracoda
Baby Marsh,6/9/20,net throw,4,5,350031,351646,153,30,50,1,2,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,,adult,2,Ostracoda
Baby Marsh,6/9/20,net throw,4,5,350031,351646,153,30,50,1,2,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,4,Copepoda
Baby Marsh,6/9/20,net throw,4,5,350031,351646,153,30,50,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,148,Copepoda
Baby Marsh,6/9/20,net throw,4,5,350031,351646,153,30,50,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,58,Copepoda
Mok USRR,6/9/20,net throw,4,5,356699,358502,153,30,100,1,1,Arthropoda,Arachnida,acari,Hydracarina,0,0,acari,,adult,1,Arachnida
Mok USRR,6/9/20,net throw,4,5,356699,358502,153,30,100,1,1,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,63,Copepoda
Mok USRR,6/9/20,net throw,4,5,356699,358502,153,30,100,1,1,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,327,Copepoda
Mok USRR,6/9/20,net throw,4,5,356699,358502,153,30,100,1,1,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,81,Copepoda
Cos Beach,6/9/20,net throw,4,5,363294,364942,153,30,50,1,14,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,6,Cladocera
Cos Beach,6/9/20,net throw,4,5,363294,364942,153,30,50,1,14,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,3,Cladocera
Cos Beach,6/9/20,net throw,4,5,363294,364942,153,30,50,1,14,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,4,Cladocera
Cos Beach,6/9/20,net throw,4,5,363294,364942,153,30,50,1,14,Arthropoda,Branchipoda,0,Cladocera,Siddidae,Diaphanosoma,diaphanosoma,,adult,1,Cladocera
Cos Beach,6/9/20,net throw,4,5,363294,364942,153,30,50,1,14,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,59,Copepoda
Cos Beach,6/9/20,net throw,4,5,363294,364942,153,30,50,1,14,Arthopoda,Insecta,0,0,0,0,terrestrial,,adult,1,Insecta
Cos Beach,6/9/20,net throw,4,5,363294,364942,153,30,50,1,14,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,15,Rotifera
Cos Beach,6/9/20,net throw,4,5,363294,364942,153,30,50,1,14,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,1,Copepoda
Cos Beach,6/9/20,net throw,4,5,363294,364942,153,30,50,1,14,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,120,Copepoda
XSSAC,6/9/20,net throw,4,5,377307,378884,153,30,100,1,24,Annelida,oligocheate,oligocheate,oligocheate,oligocheate,oligocheate,oligochaeta,,adult,2,Annelida
XSSAC,6/9/20,net throw,4,5,377307,378884,153,30,100,1,24,Arthropoda,Arachnida,acari,Hydracarina,0,0,acari,,adult,15,Arachnida
XSSAC,6/9/20,net throw,4,5,377307,378884,153,30,100,1,24,Molussca,Bivalvia,0,0,0,0,bivalvia,,adult,1,Bivalvia
XSSAC,6/9/20,net throw,4,5,377307,378884,153,30,100,1,24,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Alona,alona,,adult,2,Cladocera
XSSAC,6/9/20,net throw,4,5,377307,378884,153,30,100,1,24,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,12,Cladocera
XSSAC,6/9/20,net throw,4,5,377307,378884,153,30,100,1,24,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,1,Cladocera
XSSAC,6/9/20,net throw,4,5,377307,378884,153,30,100,1,24,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,15,Cladocera
XSSAC,6/9/20,net throw,4,5,377307,378884,153,30,100,1,24,Arthropoda,Branchipoda,0,Cladocera,Siddidae,Diaphanosoma,diaphanosoma,,adult,2,Cladocera
XSSAC,6/9/20,net throw,4,5,377307,378884,153,30,100,1,24,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Eurycercus,eurycercus,,adult,1,Cladocera
XSSAC,6/9/20,net throw,4,5,377307,378884,153,30,100,1,24,Arthropoda,Branchipoda,0,Cladocera,Ilyocryptidae,ilyocryptus,ilyocryptus,,adult,2,Cladocera
XSSAC,6/9/20,net throw,4,5,377307,378884,153,30,100,1,24,Arthropoda,Branchipoda,0,Cladocera,Sididae,sida,sida,,adult,12,Cladocera
XSSAC,6/9/20,net throw,4,5,377307,378884,153,30,100,1,24,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,27,Copepoda
XSSAC,6/9/20,net throw,4,5,377307,378884,153,30,100,1,24,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,3,Copepoda
XSSAC,6/9/20,net throw,4,5,377307,378884,153,30,100,1,24,Arthopoda,Insecta,0,Diptera,Diptera,Diptera,diptera,,adult,1,Insecta
XSSAC,6/9/20,net throw,4,5,377307,378884,153,30,100,1,24,Arthropoda,Insecta,0,Ephemeroptera,Ephemeroptera,Ephemeroptera,ephemeroptera,,adult,1,Insecta
XSSAC,6/9/20,net throw,4,5,377307,378884,153,30,100,1,24,Arthopoda,Insecta,0,0,0,0,terrestrial,,adult,2,Insecta
XSSAC,6/9/20,net throw,4,5,377307,378884,153,30,100,1,24,Arthopoda,Insecta,0,Trichoptera,0,0,tricoptera,,adult,1,Insecta
XSSAC,6/9/20,net throw,4,5,377307,378884,153,30,100,1,24,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Cypridopsis,cypridopsis,,adult,1,Ostracoda
XSSAC,6/9/20,net throw,4,5,377307,378884,153,30,100,1,24,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,113,Copepoda
XSSAC,6/9/20,net throw,4,5,377307,378884,153,30,100,1,24,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,3,Copepoda
XSSAC,6/9/20,net throw,4,5,377307,378884,153,30,100,1,24,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,5,Insecta
XSSAC,6/9/20,net throw,4,5,377307,378884,153,30,100,1,24,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,2,Copepoda
Baby Marsh,7/16/20,net throw,4,5,383703,384670,153,30,50,1,2,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,1,Cladocera
Baby Marsh,7/16/20,net throw,4,5,383703,384670,153,30,50,1,2,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,5,Cladocera
Baby Marsh,7/16/20,net throw,4,5,383703,384670,153,30,50,1,2,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,6,Cladocera
Baby Marsh,7/16/20,net throw,4,5,383703,384670,153,30,50,1,2,Arthropoda,Branchipoda,0,Cladocera,Sididae,sida,sida,,adult,1,Cladocera
Baby Marsh,7/16/20,net throw,4,5,383703,384670,153,30,50,1,2,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,harpacticoida,,adult,11,Copepoda
Baby Marsh,7/16/20,net throw,4,5,383703,384670,153,30,50,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,39,Copepoda
Baby Marsh,7/16/20,net throw,4,5,383703,384670,153,30,50,1,2,Molussca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda,gastropoda,,adult,2,Gastropoda
Baby Marsh,7/16/20,net throw,4,5,383703,384670,153,30,50,1,2,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Cypridopsis,cypridopsis,,adult,2,Ostracoda
Baby Marsh,7/16/20,net throw,4,5,383703,384670,153,30,50,1,2,Arthropoda,Ostracoda,Podacopa,Podacopida,Ilyocryprididae,Ilyocypris,illyocypris,,adult,1,Ostracoda
Baby Marsh,7/16/20,net throw,4,5,383703,384670,153,30,50,1,2,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,5,Copepoda
Baby Marsh,7/16/20,net throw,4,5,383703,384670,153,30,50,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,157,Copepoda
Baby Marsh,7/16/20,net throw,4,5,383703,384670,153,30,50,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,201,Copepoda
Mok USRR,7/16/20,net throw,4,5,394162,395739,153,30,75,1,2,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,184,Cladocera
Mok USRR,7/16/20,net throw,4,5,394162,395739,153,30,75,1,2,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,1,Cladocera
Mok USRR,7/16/20,net throw,4,5,394162,395739,153,30,75,1,2,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,7,Cladocera
Mok USRR,7/16/20,net throw,4,5,394162,395739,153,30,75,1,2,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,4,Cladocera
Mok USRR,7/16/20,net throw,4,5,394162,395739,153,30,75,1,2,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Scapholeberis,mucronata,,adult,6,Cladocera
Mok USRR,7/16/20,net throw,4,5,394162,395739,153,30,75,1,2,Arthropoda,Branchipoda,0,Cladocera,Sididae,sida,sida,,adult,8,Cladocera
Mok USRR,7/16/20,net throw,4,5,394162,395739,153,30,75,1,2,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Simocephalus,simocephalus,,adult,1,Cladocera
Mok USRR,7/16/20,net throw,4,5,394162,395739,153,30,75,1,2,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,1,Copepoda
Mok USRR,7/16/20,net throw,4,5,394162,395739,153,30,75,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,13,Copepoda
Mok USRR,7/16/20,net throw,4,5,394162,395739,153,30,75,1,2,Molussca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda,gastropoda,,adult,26,Gastropoda
Mok USRR,7/16/20,net throw,4,5,394162,395739,153,30,75,1,2,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,1,Rotifera
Mok USRR,7/16/20,net throw,4,5,394162,395739,153,30,75,1,2,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,2,Copepoda
