SampleID,Site,Date,Type_of_Sample,Filter_Y/N,Volume_Filtered_ml,Repetition,Tin_Capsulse_g,Tin_and_Filter_g,Filter_g,Filter_mg,Zooplankton_SIA_ID_Number,Bulk/Species,Sample_Composition,Fish_Photo_ID,Pit_Tag,Fish_Number,End_Fork_Length_mm,End_Weight_g,Cage_No,Type_of_Veg,Amount_(mg) ,Tray_Name,Well_ID,Analysis,Enriched? ,?13CVPDB (‰),Total C (µg),C Comment,?15NAir (‰),Total N (µg),N Comment,Internal ID,Analysis Number,Mass Spec
CosTri 1/31/19 A,CosTri,2019-01-31,POC,Y,700,A,0.11,0.1711,0.0611,61.1,,,,,,,,,,,,DRKCBN 9/23/19,B8,"13C, 15N",No,-30.20888527,795.1340827,,4.64410982,139.5075739,,1660250,475128,Q
CosBeach 1/31/19 A,CosBeach,2019-01-31,POC,Y,400,A,0.1096,0.1715,0.0619,61.9,,,,,,,,,,,,DRKCBN 9/23/19,C1,"13C, 15N",No,-30.41354682,377.7868896,,2.84374558,50.01566714,,1660251,475129,Q
MokUSRR 1/31/19 A,MokUSRR,2019-01-31,POC,Y,1100,A,0.11,0.1685,0.0585,58.5,,,,,,,,,,,,DRKCBN 9/23/19,C2,"13C, 15N",No,-27.08715697,258.1912909,,2.655903891,29.54111048,,1660252,475130,Q
XSSAC 2/11/19 A,XSSAC,2019-02-11,POC,Y,400,A,0.1095,0.1725,0.063,63,,,,,,,,,,,,DRKCBN 9/23/19,C3,"13C, 15N",No,-27.76274684,238.555497,,0.942018542,30.41686763,,1660253,475131,Q
Knagg6 2/12/19 A,Knaggs6,2019-02-12,POC,Y,75,A,0.1097,0.1847,0.075,75,,,,,,,,,,,,DRKCBN 9/23/19,C4,"13C, 15N",No,-27.23889344,444.90829,,2.516726223,55.5433243,,1660254,475132,Q
CosTri 2/13/19 A,CosTri,2019-02-13,POC,Y,700,A,0.1094,0.1681,0.0587,58.7,,,,,,,,,,,,DRKCBN 9/23/19,C5,"13C, 15N",No,-28.82499521,230.2865931,,3.876155285,28.70647055,,1660255,475133,Q
Wendels 2/13/19 A,Wendels,2019-02-13,POC,Y,615,A,0.1094,0.1693,0.0599,59.9,,,,,,,,,,,,DRKCBN 9/23/19,C6,"13C, 15N",No,-28.18708224,299.0820102,,3.269219374,35.16391036,,1660256,475134,Q
CosBeach 2/14/19 A,CosBeach,2019-02-14,POC,Y,450,A,0.1095,0.1722,0.0627,62.7,,,,,,,,,,,,DRKCBN 9/23/19,C7,"13C, 15N",No,-27.09005576,356.8381949,,2.090799946,41.47409794,,1660257,475135,Q
MokUSRR 2/14/19 A,MokUSRR,2019-02-14,POC,Y,750,A,0.1096,0.1719,0.0623,62.3,,,,,,,,,,,,DRKCBN 9/23/19,C8,"13C, 15N",No,-28.14991025,256.8764316,,2.851564301,31.9204463,,1660258,475136,Q
XSSAC 2/25/19 A,XSSAC,2019-02-25,POC,Y,350,A,0.1098,0.1779,0.0681,68.1,,,,,,,,,,,,DRKCBN 9/23/19,D1,"13C, 15N",No,-27.11180606,285.4422536,,1.97593,32.23223832,,1660259,475142,Q
Wendels 2/26/19 A,Wendels,2019-02-26,POC,Y,900,A,0.1091,0.1685,0.0594,59.4,,,,,,,,,,,,DRKCBN 9/23/19,D2,"13C, 15N",No,-27.11059845,283.5196594,,1.815700077,30.29822187,,1660260,475143,Q
CosTri 2/26/19 A,CosTri,2019-02-26,POC,Y,1000,A,0.1098,0.1626,0.0528,52.8,,,,,,,,,,,,DRKCBN 9/23/19,D3,"13C, 15N",No,-28.48982334,177.009074,,3.738127574,20.08256944,,1660261,475144,Q
Knaggs6 2/26/19 A,Knaggs6,2019-02-26,POC,Y,200,A,0.1094,0.169,0.0596,59.6,,,,,,,,,,,,DRKCBN 9/23/19,D4,"13C, 15N",No,-27.31120525,211.5591789,,2.36703056,25.37469625,,1660262,475145,Q
MokUSRR 2/27/19 A,MokUSRR,2019-02-27,POC,Y,400,A,0.1093,0.1667,0.0574,57.4,,,,,,,,,,,,DRKCBN 9/23/19,D5,"13C, 15N",No,-26.82152146,261.4565749,,1.701279727,23.82907792,,1660263,475146,Q
CosBeach 2/27/19 A,CosBeach,2019-02-27,POC,Y,450,A,0.1094,0.1695,0.0601,60.1,,,,,,,,,,,,DRKCBN 9/23/19,D6,"13C, 15N",No,-27.22358558,342.4764789,,3.865553451,41.70100285,,1660264,475147,Q
BabyMarsh 2/28/19 A,BabyMarsh,2019-02-28,POC,Y,225,A,0.1095,0.1678,0.0583,58.3,,,,,,,,,,,,DRKCBN 9/23/19,D7,"13C, 15N",No,-29.96627905,397.3319829,,3.27829589,58.23796541,,1660265,475148,Q
XSSAC 3/11/19 A,XSSAC,2019-03-11,POC,Y,250,A,0.1093,0.1676,0.0583,58.3,,,,,,,,,,,,DRKCBN 9/23/19,D8,"13C, 15N",No,-27.33364589,193.1161499,,1.405724026,20.18831136,,1660266,475149,Q
Knaggs6 3/13/19 A,Knaggs6,2019-03-13,POC,Y,300,A,0.1085,0.171,0.0625,62.5,,,,,,,,,,,,DRKCBN 9/23/19,E1,"13C, 15N",No,-28.95357318,322.0064705,,3.489057846,40.66750547,,1660267,475150,Q
CosTri 3/14/19 A,CosTri,2019-03-14,POC,Y,1000,A,0.1087,0.1673,0.0586,58.6,,,,,,,,,,,,DRKCBN 9/23/19,E2,"13C, 15N",No,-27.09236905,244.5640176,,3.234581032,30.37504906,,1660268,475151,Q
MokUSRR 3/14/19 A,MokUSRR,2019-03-14,POC,Y,1000,A,0.1088,0.1678,0.059,59,,,,,,,,,,,,DRKCBN 9/23/19,E3,"13C, 15N",No,-26.9926977,227.9778889,,2.501432174,25.39960078,,1660269,475152,Q
CosBeach 3/14/19 A,CosBeach,2019-03-14,POC,Y,1010,A,0.1088,0.1646,0.0558,55.8,,,,,,,,,,,,DRKCBN 9/23/19,E4,"13C, 15N",No,-28.99600928,244.2861712,,3.957425662,29.18235701,,1660270,475153,Q
BabyMarsh 3/14/19 A,BabyMarsh,2019-03-14,POC,Y,275,A,0.1088,0.1695,0.0607,60.7,,,,,,,,,,,,DRKCBN 9/23/19,E5,"13C, 15N",No,-26.84480926,331.2556853,,3.035411202,41.66122801,,1660271,474909,Q
Wendels 3/20/19 A,Wendels,2019-03-20,POC,Y,1500,A,0.109,0.1746,0.0656,65.6,,,,,,,,,,,,DRKCBN 9/23/19,E6,"13C, 15N",No,-27.60681431,353.5350062,,1.056210036,41.86788693,,1660272,474910,Q
CosTri 3/20/19 A,CosTri,2019-03-20,POC,Y,1610,A,0.1084,0.1646,0.0562,56.2,,,,,,,,,,,,DRKCBN 9/23/19,E7,"13C, 15N",No,-26.83015933,287.7326331,,5.018991852,39.09009481,,1660273,474911,Q
MokUSRR 3/20/19 A,MokUSRR,2019-03-20,POC,Y,1150,A,0.1087,0.1732,0.0645,64.5,,,,,,,,,,,,DRKCBN 9/23/19,E8,"13C, 15N",No,-26.87180651,287.3713362,,2.503661604,31.89256007,,1660274,474912,Q
CosBeach 3/20/19 A,CosBeach,2019-03-20,POC,Y,1000,A,0.1089,0.1643,0.0554,55.4,,,,,,,,,,,,DRKCBN 9/23/19,F1,"13C, 15N",No,-30.20446997,312.9805982,,5.134333992,44.0467995,,1660275,474913,Q
XSSAC 3/22/19 A,XSSAC,2019-03-22,POC,Y,750,A,0.1091,0.1729,0.0638,63.8,,,,,,,,,,,,DRKCBN 9/23/19,F2,"13C, 15N",No,-28.93346551,308.5975647,,2.443521191,39.00713759,,1660276,474914,Q
BabyMarsh 3/22/19 A,BabyMarsh,2019-03-22,POC,Y,650,A,0.1085,0.1706,0.0621,62.1,,,,,,,,,,,,DRKCBN 9/23/19,F3,"13C, 15N",No,-29.82775332,773.5203995,,5.472309316,111.4090107,,1660277,474915,Q
Knaggs6 3/22/19 A,Knaggs6,2019-03-22,POC,Y,500,A,0.109,0.1763,0.0673,67.3,,,,,,,,,,,,DRKCBN 9/23/19,F4,"13C, 15N",No,-30.0145213,432.3626739,,4.598112398,58.45683898,,1660278,474916,Q
XSSAC 3/25/19 A,XSSAC,2019-03-25,POC,Y,1000,A,0.1089,0.1799,0.071,71,,,,,,,,,,,,DRKCBN 9/23/19,F5,"13C, 15N",No,-28.09637075,405.5905272,,2.574068022,53.18692918,,1660279,474917,Q
MokUSRR 3/26/19,MokUSRR,2019-03-26,POC,Y,1400,A,0.1084,0.1688,0.0604,60.4,,,,,,,,,,,,DRKCBN 9/23/19,F6,"13C, 15N",No,-26.742443,276.9513313,,3.160852224,31.47851913,,1660280,474918,Q
CosBeach 3/26/19 A,CosBeach,2019-03-26,POC,Y,1450,A,0.1089,0.1669,0.058,58,,,,,,,,,,,,DRKCBN 9/23/19,F7,"13C, 15N",No,-29.25424892,303.6505021,,5.609925267,40.05848667,,1660281,474919,Q
CosTri 3/26/19 A,CosTri,2019-03-26,POC,Y,1400,A,0.1085,0.1701,0.0616,61.6,,,,,,,,,,,,DRKCBN 9/23/19,F8,"13C, 15N",No,-28.44530079,324.6328444,,5.179822804,41.50166321,,1660282,474920,Q
Wendels 3/26/19 A,Wendels,2019-03-26,POC,Y,1375,A,0.1089,0.1739,0.065,65,,,,,,,,,,,,DRKCBN 11/01/19,A1,"13C, 15N",No,-27.78771162,353.3443782,,4.601872386,47.45802628,,1660283,474926,Q
Knaggs6 3/27/19 A,Knaggs6,2019-03-27,POC,Y,250,A,0.1086,0.1789,0.0703,70.3,,,,,,,,,,,,DRKCBN 11/01/19,A2,"13C, 15N",No,-28.74981798,452.4652781,,5.596370437,64.2896592,,1660284,474927,Q
BabyMarsh 3/27/19 A,BabyMarsh,2019-03-27,POC,Y,700,A,0.1086,0.1677,0.0591,59.1,,,,,,,,,,,,DRKCBN 11/01/19,A3,"13C, 15N",No,-30.24723823,433.7054528,,5.599739953,69.45244867,,1660285,474928,Q
CosTri 4/2/19 A,CosTri,2019-04-02,POC,Y,1125,A,0.1051,0.1635,0.0584,58.4,,,,,,,,,,,,DRKCBN 11/01/19,A4,"13C, 15N",No,-26.82395858,199.494603,,4.97143128,24.18074767,,1660286,474929,Q
Knaggs6 4/2/19 A,Knaggs6,2019-04-02,POC,Y,300,A,0.109,0.196,0.087,87,,,,,,,,,,,,DRKCBN 11/01/19,A5,"13C, 15N",No,-27.6872491,749.6503387,,6.747820715,101.4990925,,1660287,474930,Q
CosTri 4/3/19 A,CosTri,2019-04-03,POC,Y,1000,A,0.1092,0.1709,0.0617,61.7,,,,,,,,,,,,DRKCBN 11/01/19,A6,"13C, 15N",No,-26.55131617,212.1715749,,3.683834073,25.8715396,,1660288,474931,Q
Wendels 4/3/19 A,Wendels,2019-04-03,POC,Y,1200,A,0.1088,0.1774,0.0686,68.6,,,,,,,,,,,,DRKCBN 11/01/19,A7,"13C, 15N",No,-27.09179012,460.3875148,,2.143050182,45.38107781,,1660289,474932,Q
CosBeach 4/3/19 A,CosBeach,2019-04-03,POC,Y,1750,A,0.1087,0.1666,0.0579,57.9,,,,,,,,,,,,DRKCBN 11/01/19,A8,"13C, 15N",No,-27.9107278,276.3149153,,5.605897738,37.18409163,,1660290,474933,Q
MokUSRR 4/3/19 A,MokUSRR,2019-04-03,POC,Y,1650,A,0.1091,0.169,0.0599,59.9,,,,,,,,,,,,DRKCBN 11/01/19,B1,"13C, 15N",No,-26.58322207,335.0028057,,2.351506945,40.17975169,,1660291,474934,Q
BabyMarsh 4/4/19 A,BabyMarsh,2019-04-04,POC,Y,750,A,0.109,0.1615,0.0525,52.5,,,,,,,,,,,,DRKCBN 11/01/19,B2,"13C, 15N",No,-30.10833917,387.8910452,,4.759530679,60.1488814,,1660292,474935,Q
XSSAC 4/8/19 A,XSSAC,2019-04-08,POC,Y,1100,A,0.1094,0.1706,0.0612,61.2,,,,,,,,,,,,DRKCBN 11/01/19,B3,"13C, 15N",No,-27.99935864,319.5096798,,2.723701461,43.04207235,,1660293,474936,Q
BabyMarsh 4/9/19 A,BabyMarsh,2019-04-09,POC,Y,825,A,0.1089,0.1678,0.0589,58.9,,,,,,,,,,,,DRKCBN 11/01/19,B4,"13C, 15N",No,-28.95491478,424.6175813,,5.158855094,61.97627717,,1660294,474937,Q
Knaggs6 4/10/19 A,Knaggs6,2019-04-10,POC,Y,250,A,0.1093,0.184,0.0747,74.7,,,,,,,,,,,,DRKCBN 11/01/19,B5,"13C, 15N",No,-28.23596183,437.0796069,,6.032244224,59.09238299,,1660295,474944,Q
CosTri 4/10/19 A,CosTri,2019-04-10,POC,Y,1700,A,0.1091,0.1682,0.0591,59.1,,,,,,,,,,,,DRKCBN 11/01/19,B6,"13C, 15N",No,-25.45327079,283.026796,,6.061007764,39.74284233,,1660296,474945,Q
Wendels 4/10/19 A,Wendels,2019-04-10,POC,Y,1500,A,0.1091,0.174,0.0649,64.9,,,,,,,,,,,,DRKCBN 11/01/19,B7,"13C, 15N",No,-27.33479079,281.358792,,1.46590154,32.99028177,,1660297,474946,Q
MokUSRR 4/11/19 A,MokUSRR,2019-04-11,POC,Y,1650,A,0.1095,0.1673,0.0578,57.8,,,,,,,,,,,,DRKCBN 11/01/19,B8,"13C, 15N",No,-26.5833722,293.9858787,,2.8685848,35.90862338,,1660298,474947,Q
CosBeach 4/11/19 A,CosBeach,2019-04-11,POC,Y,1375,A,0.1093,0.1683,0.059,59,,,,,,,,,,,,DRKCBN 11/01/19,C1,"13C, 15N",No,-28.32250485,262.5636419,,3.429596118,34.1389905,,1660299,474948,Q
XSSAC 4/22/19 A,XSSAC,2019-04-22,POC,Y,800,A,0.1093,0.1745,0.0652,65.2,,,,,,,,,,,,DRKCBN 11/01/19,C2,"13C, 15N",No,-28.45753586,332.457956,,3.506426392,47.13197069,,1660300,474949,Q
CosTri 4/23/19 A,CosTri,2019-04-23,POC,Y,1250,A,0.1096,0.1668,0.0572,57.2,,,,,,,,,,,,DRKCBN 11/01/19,C3,"13C, 15N",No,-27.26259315,263.0208031,,5.235526801,33.09598192,,1660301,474950,Q
Wendels 4/23/19 A,Wendels,2019-04-23,POC,Y,1700,A,0.1095,0.1748,0.0653,65.3,,,,,,,,,,,,DRKCBN 11/01/19,C4,"13C, 15N",No,-27.19156499,407.9230287,,4.163456664,47.05994252,,1660302,474951,Q
MokUSRR 4/25/19 A,MokUSRR,2019-04-25,POC,Y,1500,A,0.1098,0.1657,0.0559,55.9,,,,,,,,,,,,DRKCBN 11/01/19,C5,"13C, 15N",No,-25.76108472,290.4651968,,2.623685224,34.53739453,,1660303,474952,Q
CosBeach 4/25/19 A,CosBeach,2019-04-25,POC,Y,1285,A,0.1099,0.1676,0.0577,57.7,,,,,,,,,,,,DRKCBN 11/01/19,C6,"13C, 15N",No,-28.74502045,324.3491796,,5.235948495,40.11542861,,1660304,474953,Q
BabyMarsh 4/26/19 A,BabyMarsh,2019-04-26,POC,Y,700,A,0.11,0.1708,0.0608,60.8,,,,,,,,,,,,DRKCBN 11/01/19,C7,"13C, 15N",No,-29.72974021,480.7522344,,4.786709654,72.5915146,,1660305,474954,Q
XSSAC 5/6/19 A,XSSAC,2019-05-06,POC,Y,1000,A,0.1099,0.1775,0.0676,67.6,,,,,,,,,,,,DRKCBN 11/01/19,C8,"13C, 15N",No,-28.26723335,324.4256289,,3.426409351,43.11271082,,1660306,474955,Q
BabyMarsh 5/7/19 A,BabyMarsh,2019-05-07,POC,Y,500,A,0.11,0.1719,0.0619,61.9,,,,,,,,,,,,DRKCBN 11/01/19,D1,"13C, 15N",No,-28.64090331,322.451273,,4.19772272,43.46788408,,1660307,475246,Q
CosTri 5/8/19 A,CosTri,2019-05-08,POC,Y,300,A,0.1102,0.1672,0.057,57,,,,,,,,,,,,DRKCBN 11/01/19,D2,"13C, 15N",No,-27.18102409,230.7178476,,5.510898461,26.88380603,,1660308,475247,Q
Wendels 5/8/19 A,Wendels,2019-05-08,POC,Y,2000,A,0.1097,0.175,0.0653,65.3,,,,,,,,,,,,DRKCBN 11/01/19,D3,"13C, 15N",No,-27.43489419,311.8154318,,0.159136974,38.98917068,,1660309,475248,Q
MokUSRR 5/8/19 A,MokUSRR,2019-05-08,POC,Y,1625,A,0.1104,0.17,0.0596,59.6,,,,,,,,,,,,DRKCBN 11/01/19,D4,"13C, 15N",No,-26.13331031,319.681751,,2.79756896,38.41116007,,1660310,475249,Q
CosBeach 5/8/19 A,CosBeach,2019-05-08,POC,Y,750,A,0.1105,0.1682,0.0577,57.7,,,,,,,,,,,,DRKCBN 11/01/19,D5,"13C, 15N",No,-30.4658995,254.0547676,,4.142926896,31.91435531,,1660311,475250,Q
XSSAC 5/21/19 A,XSSAC,2019-05-21,POC,Y,750,A,0.1101,0.1732,0.0631,63.1,,,,,,,,,,,,DRKCBN 11/01/19,D6,"13C, 15N",No,-27.48115083,274.4215903,,2.643782667,37.78655865,,1660312,475251,Q
CosTri 5/22/19 A,CosTri,2019-05-22,POC,Y,1030,A,0.11,0.1704,0.0604,60.4,,,,,,,,,,,,DRKCBN 11/01/19,D7,"13C, 15N",No,-28.09573719,304.5790637,,4.539411031,39.19889889,,1660313,475252,Q
MokUSRR 5/22/19 A,MokUSRR,2019-05-22,POC,Y,1500,A,0.1106,0.173,0.0624,62.4,,,,,,,,,,,,DRKCBN 11/01/19,D8,"13C, 15N",No,-26.48113717,330.6300664,,2.71708699,38.68346035,,1660314,475253,Q
CosBeach 5/22/19 A,CosBeach,2019-05-22,POC,Y,1100,A,0.1099,0.161,0.0511,51.1,,,,,,,,,,,,DRKCBN 11/01/19,E1,"13C, 15N",No,-31.12089383,233.528046,,4.853894612,32.80428831,,1660315,475254,Q
BabyMarsh 5/23/19 A,BabyMarsh,2019-05-23,POC,Y,625,A,0.1095,0.1723,0.0628,62.8,,,,,,,,,,,,DRKCBN 11/01/19,E2,"13C, 15N",No,-28.68105438,360.4847922,,3.416545206,51.65016391,,1660316,475255,Q
CosTri 6/3/19 A,CosTri,2019-06-03,POC,Y,1075,A,0.1102,0.1681,0.0579,57.9,,,,,,,,,,,,DRKCBN 11/01/19,E3,"13C, 15N",No,-25.7466662,238.3109127,,5.683044391,32.62779914,,1660317,475256,Q
Wendels 6/3/19 A,Wendels,2019-06-03,POC,Y,1300,A,0.11,0.1749,0.0649,64.9,,,,,,,,,,,,DRKCBN 11/01/19,E4,"13C, 15N",No,-27.33172034,307.5553788,,1.213057177,36.16930985,,1660318,475257,Q
MokUSRR 6/3/19 A,MokUSRR,2019-06-03,POC,Y,2000,A,0.1099,0.1791,0.0692,69.2,,,,,,,,,,,,DRKCBN 11/01/19,E5,"13C, 15N",No,-26.53662829,492.5237548,,2.219544565,58.88432499,,1660319,475263,Q
CosBeach 6/3/19 A,CosBeach,2019-06-03,POC,Y,700,A,0.1106,0.1636,0.053,53,,,,,,,,,,,,DRKCBN 11/01/19,E6,"13C, 15N",No,-29.24846422,233.859092,,4.963734766,28.65492137,,1660320,475264,Q
BabyMarsh 6/4/19 A,BabyMarsh,2019-06-04,POC,Y,700,A,0.11,0.1715,0.0615,61.5,,,,,,,,,,,,DRKCBN 11/01/19,E7,"13C, 15N",No,-28.18215827,328.1016936,,3.981086749,44.79764955,,1660321,475265,Q
XSSAC 6/4/19 A,XSSAC,2019-06-04,POC,Y,1250,A,0.1095,0.1842,0.0747,74.7,,,,,,,,,,,,DRKCBN 11/01/19,E8,"13C, 15N",No,-27.36369292,531.9027568,,2.910179811,59.43321076,,1660322,475266,Q
CosTri 6/13/19 A,CosTri,2019-06-13,POC,Y,250,A,0.1094,0.1642,0.0548,54.8,,,,,,,,,,,,DRKCBN 11/01/19,F1,"13C, 15N",No,-30.89663131,373.2873572,,5.012363334,48.30455688,,1660323,475267,Q
XSSAC 6/18/19 A,XSSAC,2019-06-18,POC,Y,1100,A,0.1096,0.1764,0.0668,66.8,,,,,,,,,,,,DRKCBN 11/01/19,F2,"13C, 15N",No,-28.30467704,391.3098233,,3.029632157,52.61059409,,1660324,475268,Q
CosTri 6/18/19 A,CosTri,2019-06-18,POC,Y,200,A,0.1099,0.1649,0.055,55,,,,,,,,,,,,DRKCBN 11/01/19,F3,"13C, 15N",No,-33.57052963,465.3804362,,3.719565001,63.92798405,,1660325,475269,Q
Wendels 6/18/19 A,Wendels,2019-06-18,POC,Y,1200,A,0.1094,0.1739,0.0645,64.5,,,,,,,,,,,,DRKCBN 11/01/19,F4,"13C, 15N",No,-27.45179532,336.7986375,,0.404241945,37.43034388,,1660326,475270,Q
MokUSRR 6/19/19 A,MokUSRR,2019-06-19,POC,Y,1950,A,0.1092,0.1752,0.066,66,,,,,,,,,,,,DRKCBN 11/01/19,F5,"13C, 15N",No,-26.88740124,484.8337513,,1.195859902,54.99153581,,1660327,475271,Q
CosBeach 6/19/19 A,CosBeach,2019-06-19,POC,Y,1250,A,0.109,0.1647,0.0557,55.7,,,,,,,,,,,,DRKCBN 11/01/19,F6,"13C, 15N",No,-28.83512556,347.7562087,,3.71924984,51.83380082,,1660328,475272,Q
XSSAC 7/25/19 A,XSSAC,2019-07-25,POC,Y,1300,A,0.1094,0.1736,0.0642,64.2,,,,,,,,,,,,DRKCBN 11/01/19,F7,"13C, 15N",No,-28.4685761,429.9393447,,3.426740386,62.20292108,,1660329,475273,Q
MokUSRR 7/25/19 A,MokUSRR,2019-07-25,POC,Y,1950,A,0.1095,0.1675,0.058,58,,,,,,,,,,,,DRKCBN 11/01/19,F8,"13C, 15N",No,-26.94594477,292.1962181,,2.815133294,33.96082677,,1660330,475274,Q
BabyMarsh_19_06_20_A,BabyMarsh,2019-06-20,POC,Y,750,A,0.1097,0.1751,0.0654,65.4,,,,,,,,,,,,DRKCBN_19_12_06,A1,"13C, 15N",No,-27.45861469,347.7721503,,5.566130589,45.1583752,,1735223,415678,D
BabyMarsh_19_07_25_A,BabyMarsh,2019-07-25,POC,Y,800,A,0.1093,0.1671,0.0578,57.8,,,,,,,,,,,,DRKCBN_19_12_06,A2,"13C, 15N",No,-28.61533493,303.8625843,,5.157779042,44.28045896,,1735224,415679,D
CosBeach_19_07_25_A,CosBeach,2019-07-25,POC,Y,500,A,0.1119,0.1707,0.0588,58.8,,,,,,,,,,,,DRKCBN_19_12_06,A3,"13C, 15N",No,-30.04273837,344.6137882,,4.043473443,49.31052402,,1735225,415680,D
BabyMarsh_19_08_20_A,BabyMarsh,2019-08-20,POC,Y,600,A,0.1118,0.1683,0.0565,56.5,,,,,,,,,,,,DRKCBN_19_12_06,A4,"13C, 15N",No,-26.77899909,276.6713612,,5.937618007,39.75456161,,1735226,415681,D
MokUSRR_19_08_20_A,MokUSRR,2019-08-20,POC,Y,2000,A,0.1117,0.1663,0.0546,54.6,,,,,,,,,,,,DRKCBN_19_12_06,A5,"13C, 15N",No,-26.74561329,257.5749624,,4.170619313,30.83849478,,1735227,415682,D
CosBeach_19_08_20_A,CosBeach,2019-08-20,POC,Y,500,A,0.1119,0.1684,0.0565,56.5,,,,,,,,,,,,DRKCBN_19_12_06,A6,"13C, 15N",No,-30.04652024,311.7881136,,4.388015792,44.58436198,,1735228,415683,D
XSSAC_19_08_20_A,XSSAC,2019-08-20,POC,Y,1600,A,0.1125,0.1827,0.0702,70.2,,,,,,,,,,,,DRKCBN_19_12_06,A7,"13C, 15N",No,-27.24726115,578.7789908,,4.256244923,72.26727433,,1735229,415684,D
BabyMarsh_19_09_10_A,BabyMarsh,2019-09-10,POC,Y,1000,A,0.1124,0.1713,0.0589,58.9,,,,,,,,,,,,DRKCBN_19_12_06,A8,"13C, 15N",No,-28.5190865,315.1546139,,4.755896422,43.26738057,,1735230,415685,D
MokUSRR_19_09_10_A,MokUSRR,2019-09-10,POC,Y,1500,A,0.1125,0.1725,0.06,60,,,,,,,,,,,,DRKCBN_19_12_06,B1,"13C, 15N",No,-27.02474159,211.4800711,,4.362579268,23.04803502,,1735231,415686,D
CosBeach_19_09_10_A,CosBeach,2019-09-10,POC,Y,500,A,0.1123,0.1718,0.0595,59.5,,,,,,,,,,,,DRKCBN_19_12_06,B2,"13C, 15N",No,-31.17308715,292.5581516,,4.513792573,38.23420028,,1735232,415687,D
XSSAC_19_09_10_A,XSSAC,2019-09-10,POC,Y,1500,A,0.1123,0.1786,0.0663,66.3,,,,,,,,,,,,DRKCBN_19_12_06,B3,"13C, 15N",No,-28.16630833,331.7728924,,4.160385431,46.74517726,,1735233,415688,D
BabyMarsh_19_10_15_A,BabyMarsh,2019-10-15,POC,Y,1000,A,0.1121,0.1677,0.0556,55.6,,,,,,,,,,,,DRKCBN_19_12_06,B4,"13C, 15N",No,-27.48612138,228.2654191,,5.744727056,28.37652667,,1735234,415689,D
MokUSRR_19_10_15_A,MokUSRR,2019-10-15,POC,Y,2000,A,0.1114,0.1695,0.0581,58.1,,,,,,,,,,,,DRKCBN_19_12_06,B5,"13C, 15N",No,-27.25709014,266.7297103,,2.404589339,33.92184507,,1735235,415695,D
CosBeach_19_10_15_A,CosBeach,2019-10-15,POC,Y,500,A,0.1113,0.1649,0.0536,53.6,,,,,,,,,,,,DRKCBN_19_12_06,B6,"13C, 15N",No,-31.16733619,265.5360708,,1.98335916,36.40945448,,1735236,415696,D
XSSAC_19_10_15_A,XSSAC,2019-10-15,POC,Y,1500,A,0.1116,0.1729,0.0613,61.3,,,,,,,,,,,,DRKCBN_19_12_06,B7,"13C, 15N",No,-24.07124018,406.4180394,,4.027729168,49.41177387,,1735237,415697,D
BabyMarsh_19_11_19_A,BabyMarsh,2019-11-19,POC,Y,1000,A,0.1114,0.1699,0.0585,58.5,,,,,,,,,,,,DRKCBN_19_12_06,B8,"13C, 15N",No,-27.39453186,351.1268393,,3.53761953,41.51112901,,1735238,415698,D
MokUSRR_19_11_19_A,MokUSRR,2019-11-19,POC,Y,1900,A,0.1119,0.1606,0.0487,48.7,,,,,,,,,,,,DRKCBN_19_12_06,C1,"13C, 15N",No,-27.72083079,201.4760039,,2.143056879,23.50149248,,1735239,415699,D
CosBeach_19_11_19_A,CosBeach,2019-11-19,POC,Y,1000,A,0.1119,0.1666,0.0547,54.7,,,,,,,,,,,,DRKCBN_19_12_06,C2,"13C, 15N",No,-27.92607497,307.033529,,1.585820393,35.22656695,,1735240,415700,D
XSSAC_19_11_19_A,XSSAC,2019-11-19,POC,Y,1500,A,0.1116,0.1687,0.0571,57.1,,,,,,,,,,,,DRKCBN_19_12_06,C3,"13C, 15N",No,-28.56086628,339.281836,,1.302103953,43.16606695,,1735241,415701,D
Wendels_19_12_09_A,Wendels,2019-12-09,POC,Y,325,A,0.1117,0.1666,0.0549,54.9,,,,,,,,,,,,DRKCBN_19_12_06,C4,"13C, 15N",No,-26.39305017,469.7960164,,0.767810668,54.94516599,,1735242,415702,D
BabyMarsh_19_12_10_A,BabyMarsh,2019-12-10,POC,Y,800,A,0.1113,0.1648,0.0535,53.5,,,,,,,,,,,,DRKCBN_19_12_06,C5,"13C, 15N",No,-27.7703823,280.4466862,,2.554180728,33.14771797,,1735243,415703,D
MokUSRR_19_12_10_A,MokUSRR,2019-12-10,POC,Y,1900,A,0.1113,0.168,0.0567,56.7,,,,,,,,,,,,DRKCBN_19_12_06,C6,"13C, 15N",No,-27.13800252,274.4850168,,2.142261884,34.29705494,,1735244,415704,D
CosBeach_19_12_10_A,CosBeach,2019-12-10,POC,Y,500,A,0.1104,0.1669,0.0565,56.5,,,,,,,,,,,,DRKCBN_19_12_06,C7,"13C, 15N",No,-28.32039826,387.7590126,,3.627595274,51.57152017,,1735245,415705,D
XSSAC_19_12_10_A,XSSAC,2019-12-10,POC,Y,450,A,0.1112,0.1754,0.0642,64.2,,,,,,,,,,,,DRKCBN_19_12_06,C8,"13C, 15N",No,-26.63684834,392.0831159,,1.661603796,46.40758141,,1735246,415706,D
